PacketCounter;Acc_X;Acc_Y;Acc_Z;FreeAcc_X;FreeAcc_Y;FreeAcc_Z;Gyr_X;Gyr_Y;Gyr_Z;Mag_X;Mag_Y;Mag_Z;Quat_q0;Quat_q1;Quat_q2;Quat_q3;label
6217;-2.539765;9.234797;-1.620997;-0.003462;-0.050109;-0.098935;0.003967;-0.018112;-0.018575;0.500732;-0.763916;0.417725;0.618644;0.653588;0.397552;0.179038;POINTING
6218;-2.516624;9.272799;-1.682403;-0.014874;0.014544;-0.058291;-0.009418;-0.019494;-0.015434;0.509277;-0.765869;0.430664;0.618727;0.653545;0.397534;0.178945;POINTING
6219;-2.505779;9.323015;-1.66419;0.019051;0.012746;-0.016437;-0.008804;-0.014589;-0.011381;0.503906;-0.764648;0.426758;0.618798;0.653482;0.397522;0.178958;POINTING
6220;-2.428827;9.347424;-1.722528;0.041905;0.109879;-0.003161;-0.00178;-0.01103;0.000171;0.513916;-0.76123;0.422119;0.618826;0.653487;0.397486;0.178925;POINTING
6221;-2.463218;9.305695;-1.713619;0.010873;0.078886;-0.035492;-0.004798;-0.003569;-0.002759;0.509033;-0.773682;0.416748;0.618857;0.653451;0.397495;0.178928;POINTING
6222;-2.469511;9.291853;-1.666321;0.032415;0.039678;-0.055074;-0.015973;0.004193;0.00345;0.506104;-0.758301;0.430908;0.618897;0.653405;0.397483;0.178984;POINTING
6223;-2.506782;9.24337;-1.633177;0.011296;-0.011143;-0.097192;-0.019699;0.003357;-0.003945;0.505615;-0.760254;0.425293;0.61897;0.653313;0.39748;0.179075;POINTING
6224;-2.553761;9.231478;-1.667082;-0.047893;-0.016539;-0.090626;-0.023238;0.009308;-0.010521;0.510742;-0.76416;0.425293;0.619036;0.653212;0.397523;0.179119;POINTING
6225;-2.536019;9.215956;-1.667247;-0.04092;-0.003428;-0.109943;-0.025368;0.006705;-0.011114;0.499756;-0.759521;0.42041;0.619095;0.653098;0.397592;0.179177;POINTING
6226;-2.508984;9.243716;-1.627829;0.011583;-0.011386;-0.097192;-0.009741;0.004929;-0.007527;0.504395;-0.762207;0.417969;0.619123;0.653049;0.397623;0.179189;POINTING
6227;-2.493963;9.22083;-1.607388;0.027821;-0.017838;-0.126297;0.017754;0.00684;-0.003613;0.511475;-0.766113;0.420654;0.61906;0.65307;0.397663;0.179244;POINTING
6228;-2.497403;9.253323;-1.600342;0.041971;-0.025367;-0.095708;0.034359;0.004405;-0.005072;0.513184;-0.759521;0.418701;0.618943;0.653163;0.397724;0.179175;POINTING
6229;-2.49768;9.292663;-1.617498;0.045351;-0.011657;-0.055326;0.039265;0.00822;-0.00397;0.501465;-0.765137;0.424805;0.618869;0.653238;0.397773;0.17905;POINTING
6230;-2.56886;9.281536;-1.608756;0.000994;-0.069592;-0.04902;0.043526;0.00742;0.005002;0.506348;-0.765869;0.421143;0.618707;0.653376;0.397819;0.179003;POINTING
6231;-2.564939;9.328054;-1.649623;-0.008036;-0.038325;0.001141;0.040527;0.005724;0.007797;0.508545;-0.753662;0.421143;0.618557;0.653492;0.397832;0.179069;POINTING
6232;-2.529912;9.329374;-1.648193;0.019528;-0.019174;-0.0069;0.037527;0.004028;0.010593;0.507812;-0.768799;0.422607;0.618416;0.653626;0.397843;0.179041;POINTING
6233;-2.479293;9.34808;-1.639538;0.067719;0.006586;-0.003664;0.043191;0.006693;0.009957;0.508789;-0.757568;0.425781;0.618285;0.653749;0.397864;0.179;POINTING
6234;-2.512018;9.345936;-1.649179;0.040148;-0.012591;0.004378;0.047117;0.011175;0.016096;0.509033;-0.762451;0.430664;0.618093;0.653917;0.397888;0.178993;POINTING
6235;-2.491617;9.330026;-1.65545;0.047876;0.00048;-0.014945;0.032846;0.019857;0.016886;0.509277;-0.760254;0.422607;0.617897;0.654032;0.397982;0.179038;POINTING
6236;-2.530166;9.35447;-1.63041;0.045244;-0.045808;0.013906;0.009854;0.014482;0.016584;0.505615;-0.76123;0.423828;0.61782;0.654083;0.397982;0.179117;POINTING
6237;-2.593377;9.31834;-1.651208;-0.024354;-0.075904;-0.000593;-0.001526;0.024617;0.016229;0.501709;-0.769775;0.422119;0.617794;0.654064;0.397996;0.179248;POINTING
6238;-2.53887;9.304937;-1.647793;0.009947;-0.043415;-0.027957;-0.017559;0.019117;0.015143;0.509521;-0.762695;0.425781;0.617799;0.654023;0.39799;0.179391;POINTING
6239;-2.519014;9.249926;-1.634534;0.011662;-0.041813;-0.087648;-0.028333;0.015006;0.008124;0.501221;-0.763916;0.421387;0.617892;0.653909;0.397945;0.179586;POINTING
6240;-2.533542;9.233237;-1.639516;-0.009187;-0.047663;-0.098926;-0.031111;0.013798;0.007609;0.508057;-0.755371;0.424561;0.617959;0.653816;0.397935;0.179717;POINTING
6241;-2.517005;9.211299;-1.616264;0.00807;-0.053539;-0.128023;-0.023305;0.009909;0.013304;0.500488;-0.763184;0.420898;0.618018;0.65374;0.397908;0.17985;POINTING
6242;-2.503177;9.222406;-1.584036;0.039704;-0.067314;-0.126525;-0.018069;0.008447;0.017235;0.504395;-0.762451;0.423584;0.618045;0.653711;0.397862;0.179967;POINTING
6243;-2.464374;9.231642;-1.600965;0.055176;-0.028393;-0.124778;-0.006909;0.003825;0.013105;0.509766;-0.760254;0.421875;0.618069;0.653686;0.397806;0.180102;POINTING
6244;-2.475577;9.22158;-1.631326;0.023537;-0.014648;-0.12628;0.000923;0.002784;0.008942;0.500977;-0.766357;0.431396;0.618052;0.653704;0.397786;0.180137;POINTING
6245;-2.505663;9.227009;-1.660215;-0.014836;-0.014423;-0.108465;0.007349;0.004291;0.006583;0.501221;-0.76416;0.421875;0.617998;0.653724;0.397813;0.180191;POINTING
6246;-2.508238;9.259954;-1.652031;-0.000707;-0.021937;-0.077867;0.02108;-0.002762;0.004218;0.499023;-0.763916;0.414307;0.617929;0.6538;0.39781;0.180154;POINTING
6247;-2.526311;9.275435;-1.651838;-0.010079;-0.034565;-0.058549;0.022244;-0.002643;0.007785;0.512207;-0.758789;0.417236;0.617924;0.653845;0.397719;0.180214;POINTING
6248;-2.497792;9.303022;-1.616;0.042363;-0.042498;-0.045751;0.024813;-0.005071;0.009548;0.500977;-0.758545;0.421875;0.617844;0.653945;0.397694;0.180179;POINTING
6249;-2.496853;9.342863;-1.631881;0.045831;-0.028569;-0.00537;0.025459;-0.006466;0.009472;0.504883;-0.748291;0.424316;0.617837;0.654012;0.397645;0.180067;POINTING
6250;-2.455246;9.39836;-1.688556;0.055141;0.041928;0.046512;0.017093;-0.003784;0.012053;0.499756;-0.768066;0.428223;0.617779;0.654092;0.397608;0.180059;POINTING
6251;-2.423525;9.393124;-1.661104;0.094053;0.040866;0.028704;0.00501;-0.001946;0.007244;0.505371;-0.767334;0.430908;0.617714;0.65412;0.397644;0.180099;POINTING
6252;-2.456825;9.35169;-1.652718;0.063128;0.009564;-0.003636;-0.004663;0.006681;0.012033;0.508057;-0.763672;0.420166;0.617705;0.654123;0.397621;0.180169;POINTING
6253;-2.489819;9.270514;-1.629902;0.028304;-0.033325;-0.076348;-0.014966;0.013551;0.014835;0.501465;-0.765625;0.425049;0.617742;0.654072;0.397587;0.180303;POINTING
6254;-2.515838;9.283456;-1.680076;-0.020856;-0.013306;-0.048772;-0.02267;0.011686;0.015282;0.500244;-0.770508;0.423584;0.617779;0.654022;0.397552;0.180434;POINTING
6255;-2.4805;9.245809;-1.659292;0.000996;-0.006678;-0.097181;-0.023188;0.010172;0.011638;0.498291;-0.760986;0.428711;0.617838;0.653942;0.397482;0.180678;POINTING
6256;-2.479213;9.246495;-1.657388;0.000952;-0.006697;-0.097181;-0.020927;0.000711;0.014248;0.505127;-0.759277;0.425049;0.617892;0.653905;0.397417;0.180768;POINTING
6257;-2.443914;9.248757;-1.650431;0.029016;0.011663;-0.105208;-0.014807;-0.004819;0.012735;0.499268;-0.76709;0.424072;0.617886;0.653888;0.39741;0.180865;POINTING
6258;-2.427637;9.266547;-1.641631;0.049823;0.01748;-0.093918;-0.012419;-0.008036;0.005891;0.502197;-0.757568;0.42334;0.617937;0.653869;0.397354;0.180884;POINTING
6259;-2.477033;9.247827;-1.653213;0.000696;-0.007869;-0.097182;-0.007704;-0.001862;0.000445;0.507812;-0.760742;0.416992;0.617957;0.653835;0.397346;0.180956;POINTING
6260;-2.526894;9.228885;-1.665351;-0.047744;-0.032947;-0.100451;-0.002441;-0.000478;-0.00548;0.503906;-0.768555;0.416016;0.61797;0.653818;0.397359;0.180945;POINTING
6261;-2.530649;9.301727;-1.66938;-0.031878;-0.025786;-0.029464;0.000803;-0.001454;-0.013648;0.50708;-0.76709;0.416992;0.618118;0.653743;0.397297;0.180848;POINTING
6262;-2.509933;9.292735;-1.69449;-0.036;0.007131;-0.039017;-0.006076;0.005229;-0.010406;0.505615;-0.761963;0.420654;0.618137;0.653698;0.397341;0.180847;POINTING
6263;-2.480063;9.287286;-1.665202;0.001393;0.008639;-0.056806;-0.01441;0.00161;-0.011948;0.50415;-0.769287;0.427734;0.61829;0.653588;0.397304;0.180801;POINTING
6264;-2.446762;9.289067;-1.657983;0.0289;0.027821;-0.064831;-0.02867;0.001152;-0.005432;0.509521;-0.767578;0.42749;0.618388;0.653487;0.397298;0.180847;POINTING
6265;-2.443925;9.256485;-1.664629;0.014663;0.035029;-0.095443;-0.033934;-0.000233;0.00049;0.496338;-0.767578;0.424805;0.618485;0.653378;0.39728;0.180945;POINTING
6266;-2.462949;9.192697;-1.631863;0.001246;-0.002552;-0.156872;-0.040461;0.004027;-0.003297;0.503662;-0.762451;0.429199;0.618614;0.653243;0.397265;0.18103;POINTING
6267;-2.42916;9.154813;-1.609889;0.024958;0.002758;-0.205267;-0.030738;0.00825;-0.001496;0.500977;-0.767822;0.413574;0.618623;0.653146;0.397315;0.181235;POINTING
6268;-2.441424;9.144862;-1.638383;-0.00674;0.016482;-0.206802;-0.01961;0.009924;-0.001497;0.503418;-0.76709;0.42334;0.618669;0.653073;0.397331;0.181305;POINTING
6269;-2.475439;9.183425;-1.656222;-0.033185;0.010164;-0.158416;-0.008256;0.012087;-0.004807;0.504883;-0.762939;0.426025;0.618743;0.652995;0.397299;0.181404;POINTING
6270;-2.497829;9.191954;-1.630884;-0.029202;-0.022778;-0.148859;0.001192;0.012136;-0.012017;0.50415;-0.764404;0.421143;0.618727;0.652964;0.397375;0.181407;POINTING
6271;-2.554666;9.238584;-1.62527;-0.049085;-0.062748;-0.090912;0.011061;0.010302;-0.015991;0.502441;-0.765625;0.424561;0.618676;0.652949;0.397494;0.181372;POINTING
6272;-2.593576;9.22928;-1.608533;-0.065928;-0.101547;-0.092658;0.010352;0.002004;-0.020452;0.506836;-0.763672;0.416504;0.618658;0.652939;0.397574;0.181298;POINTING
6273;-2.564477;9.22338;-1.580399;-0.028169;-0.101131;-0.110424;-0.004427;0.000027;-0.017588;0.505127;-0.773926;0.417969;0.618731;0.652866;0.397601;0.181249;POINTING
6274;-2.554228;9.193275;-1.535484;0.000087;-0.127015;-0.149253;-0.011145;-0.002502;-0.022191;0.50415;-0.761963;0.426514;0.618794;0.652789;0.397653;0.181198;POINTING
6275;-2.553388;9.159824;-1.543848;-0.015167;-0.1192;-0.179869;-0.013698;-0.00322;-0.026021;0.500732;-0.772949;0.418457;0.618898;0.652675;0.397687;0.181177;POINTING
6276;-2.593105;9.190728;-1.53797;-0.028733;-0.145859;-0.141238;-0.019046;-0.001996;-0.028305;0.507568;-0.763184;0.421143;0.618991;0.652561;0.397753;0.181124;POINTING
6277;-2.651246;9.197316;-1.516346;-0.053999;-0.197244;-0.123662;-0.015884;0.003627;-0.020424;0.507324;-0.764893;0.42334;0.619111;0.652435;0.39776;0.181154;POINTING
6278;-2.704936;9.291295;-1.545049;-0.081852;-0.205485;-0.015591;-0.023035;0.01611;-0.00974;0.507324;-0.762939;0.417236;0.619165;0.652329;0.397818;0.181227;POINTING
6279;-2.718123;9.281041;-1.573627;-0.113407;-0.190421;-0.017122;-0.031376;0.02165;-0.017026;0.511963;-0.764404;0.420898;0.619289;0.652147;0.397905;0.181265;POINTING
6280;-2.743978;9.260514;-1.63194;-0.176785;-0.162923;-0.020243;-0.045405;0.027679;-0.021632;0.502686;-0.761963;0.419922;0.619404;0.651937;0.398016;0.181382;POINTING
6281;-2.76095;9.283344;-1.649555;-0.193892;-0.155391;0.008851;-0.043906;0.028531;-0.023035;0.501465;-0.760986;0.424561;0.619551;0.651699;0.39815;0.181444;POINTING
6282;-2.685129;9.330134;-1.595859;-0.093132;-0.13823;0.02501;-0.031493;0.021409;-0.015384;0.505127;-0.76001;0.423096;0.619627;0.65155;0.398235;0.181532;POINTING
6283;-2.611716;9.369868;-1.520261;0.019704;-0.141271;0.031415;-0.010091;0.007347;-0.000515;0.505127;-0.762451;0.427734;0.619591;0.651504;0.398338;0.181595;POINTING
6284;-2.506368;9.382058;-1.52732;0.091507;-0.06412;0.01712;0.008076;-0.009704;-0.001738;0.505127;-0.75708;0.419922;0.619587;0.651534;0.398318;0.181545;POINTING
6285;-2.475196;9.376636;-1.49979;0.131536;-0.064646;-0.000665;0.017444;-0.012234;0.012845;0.500488;-0.763672;0.415283;0.6195;0.651615;0.398346;0.181491;POINTING
6286;-2.436652;9.465558;-1.546289;0.154804;-0.001579;0.081811;0.027328;-0.023221;0.0146;0.504395;-0.771484;0.423584;0.619445;0.651749;0.398249;0.181409;POINTING
6287;-2.413453;9.497105;-1.586646;0.152099;0.04384;0.112641;0.017896;-0.026435;0.019735;0.500732;-0.765381;0.420898;0.619458;0.65183;0.398084;0.181434;POINTING
6288;-2.398809;9.525752;-1.679351;0.108764;0.122236;0.151633;-0.002364;-0.024297;0.024026;0.507812;-0.76416;0.418701;0.619494;0.651892;0.397925;0.181437;POINTING
6289;-2.334857;9.493622;-1.73042;0.106644;0.202057;0.113166;-0.022154;-0.024322;0.01963;0.500244;-0.76123;0.412842;0.619627;0.651853;0.397759;0.181487;POINTING
6290;-2.290342;9.397189;-1.750577;0.091831;0.243604;0.013276;-0.039683;-0.024644;0.012107;0.500977;-0.760498;0.420166;0.619796;0.651776;0.397604;0.181527;POINTING
6291;-2.246543;9.260767;-1.756148;0.072953;0.273403;-0.12699;-0.047698;-0.024377;0.007644;0.509033;-0.77124;0.421143;0.620017;0.651636;0.397451;0.181608;POINTING
6292;-2.237267;9.162689;-1.780301;0.03058;0.295757;-0.218872;-0.042391;-0.038437;0.003299;0.504395;-0.763916;0.418701;0.62023;0.651546;0.39728;0.181581;POINTING
6293;-2.200414;9.091963;-1.76744;0.040417;0.310719;-0.297895;-0.023783;-0.035381;0.006181;0.499756;-0.76001;0.411865;0.620396;0.651499;0.397118;0.181536;POINTING
6294;-2.253158;9.066311;-1.754812;0.002737;0.266062;-0.310936;-0.007304;-0.034929;0.008466;0.504639;-0.765869;0.417725;0.620483;0.651524;0.396972;0.181467;POINTING
6295;-2.29596;9.061674;-1.813502;-0.068201;0.280579;-0.294768;0.015777;-0.023034;0.011301;0.506592;-0.754639;0.415039;0.620496;0.651597;0.396851;0.181424;POINTING
6296;-2.363651;9.058039;-1.826168;-0.123443;0.242207;-0.278753;0.040363;-0.004267;0.004954;0.506836;-0.759521;0.422363;0.620371;0.651735;0.396854;0.18135;POINTING
6297;-2.47191;9.11823;-1.826855;-0.175743;0.170111;-0.193434;0.056847;0.002207;-0.000554;0.509766;-0.765625;0.412842;0.620159;0.651914;0.396984;0.181149;POINTING
6298;-2.512194;9.18135;-1.818887;-0.175215;0.136035;-0.124166;0.073849;0.010187;-0.002423;0.506348;-0.757324;0.42041;0.619902;0.652128;0.397087;0.181031;POINTING
6299;-2.546885;9.200273;-1.722098;-0.123907;0.03816;-0.11318;0.08605;0.014606;-0.007068;0.501709;-0.764893;0.419189;0.619644;0.652355;0.397222;0.180799;POINTING
6300;-2.485749;9.227861;-1.687172;-0.04396;0.049496;-0.108331;0.086396;0.012197;-0.014119;0.509766;-0.765381;0.417725;0.619353;0.652582;0.397381;0.180626;POINTING
6301;-2.44073;9.238077;-1.659316;0.014477;0.05549;-0.114787;0.076754;0.020528;-0.021258;0.508789;-0.756104;0.427979;0.619119;0.652747;0.397544;0.180477;POINTING
6302;-2.420723;9.250233;-1.581915;0.088469;0.008437;-0.121389;0.060017;0.025884;-0.016104;0.507324;-0.758789;0.424072;0.618889;0.652876;0.397728;0.180394;POINTING
6303;-2.449357;9.283849;-1.529767;0.120033;-0.051984;-0.090945;0.053012;0.026312;-0.003411;0.500732;-0.76123;0.422119;0.618604;0.653035;0.397958;0.180286;POINTING
6304;-2.442692;9.359694;-1.485161;0.179798;-0.080588;-0.028133;0.03807;0.033542;0.007302;0.500244;-0.767578;0.426514;0.618409;0.653136;0.39807;0.180344;POINTING
6305;-2.456951;9.381978;-1.510256;0.160866;-0.075741;0.000945;0.029391;0.038343;0.004982;0.504639;-0.75708;0.419922;0.61819;0.653213;0.398193;0.180546;POINTING
6306;-2.505592;9.402551;-1.540085;0.11568;-0.088629;0.038027;0.024267;0.040047;-0.000615;0.502197;-0.761475;0.42334;0.618033;0.653249;0.398338;0.180629;POINTING
6307;-2.554756;9.383139;-1.555375;0.067073;-0.113403;0.034745;0.008207;0.046854;-0.005404;0.504395;-0.759766;0.423096;0.617933;0.653213;0.398499;0.180749;POINTING
6308;-2.632041;9.335975;-1.607513;-0.033863;-0.130576;0.018588;-0.000637;0.04171;-0.010593;0.503906;-0.762451;0.428223;0.617863;0.653152;0.39866;0.180856;POINTING
6309;-2.650816;9.311524;-1.592346;-0.043691;-0.156359;-0.002463;-0.00641;0.029654;-0.002565;0.504883;-0.766602;0.427734;0.617809;0.653102;0.398772;0.18097;POINTING
6310;-2.632102;9.295799;-1.594917;-0.037032;-0.143027;-0.021784;0.0024;0.021945;-0.003956;0.503418;-0.760498;0.422607;0.617763;0.653081;0.398853;0.181027;POINTING
6311;-2.606715;9.253896;-1.630989;-0.055722;-0.102699;-0.061994;0.016727;0.013809;0.005551;0.503174;-0.765137;0.42041;0.617681;0.653124;0.398884;0.181083;POINTING
6312;-2.50711;9.251831;-1.59434;0.0377;-0.064723;-0.09578;0.030001;0.014948;0.004082;0.500488;-0.758545;0.428467;0.617551;0.65321;0.398941;0.181087;POINTING
6313;-2.522108;9.233944;-1.605368;0.016137;-0.070787;-0.107087;0.039966;0.016514;0.000511;0.504883;-0.761719;0.414062;0.617388;0.653311;0.399019;0.181109;POINTING
6314;-2.537153;9.255873;-1.630791;-0.001497;-0.064494;-0.078025;0.041767;0.024395;-0.001749;0.508301;-0.767334;0.426025;0.617206;0.653414;0.399135;0.181103;POINTING
6315;-2.573808;9.326551;-1.644842;-0.013194;-0.076834;0.001001;0.038205;0.027495;0.001514;0.510254;-0.767822;0.419434;0.617142;0.653466;0.399157;0.181084;POINTING
6316;-2.631929;9.303375;-1.714531;-0.104132;-0.068518;0.005862;0.01394;0.030905;-0.006495;0.511719;-0.764648;0.425537;0.617043;0.653467;0.399283;0.18114;POINTING
6317;-2.669279;9.254683;-1.683631;-0.124855;-0.116771;-0.036205;-0.016262;0.028331;-0.000696;0.503906;-0.758545;0.431396;0.617168;0.653345;0.399276;0.18117;POINTING
6318;-2.635293;9.216699;-1.663079;-0.100653;-0.109716;-0.084585;-0.030349;0.027791;-0.007776;0.508789;-0.759033;0.420166;0.617222;0.653209;0.399356;0.1813;POINTING
6319;-2.617236;9.161368;-1.64889;-0.096247;-0.107663;-0.144256;-0.036732;0.019974;-0.009538;0.505859;-0.759277;0.422607;0.617333;0.653046;0.399433;0.181341;POINTING
6320;-2.583949;9.123424;-1.626957;-0.072038;-0.100608;-0.192639;-0.037706;0.026644;-0.012316;0.509521;-0.765137;0.418701;0.617418;0.652878;0.399518;0.181467;POINTING
6321;-2.606777;9.092292;-1.586076;-0.071751;-0.143399;-0.223371;-0.021008;0.027602;-0.013329;0.502197;-0.760986;0.417725;0.617551;0.652717;0.399569;0.181482;POINTING
6322;-2.607261;9.132176;-1.599413;-0.06857;-0.131138;-0.18301;-0.003803;0.030078;-0.010695;0.508301;-0.76416;0.425781;0.617517;0.652654;0.39969;0.181556;POINTING
6323;-2.663426;9.178886;-1.594444;-0.089575;-0.169548;-0.125001;0.010953;0.026067;-0.005732;0.505859;-0.763672;0.425293;0.617508;0.652616;0.399758;0.181579;POINTING
6324;-2.632795;9.213296;-1.581382;-0.048021;-0.157725;-0.102383;0.01505;0.021334;-0.00741;0.510742;-0.761475;0.422607;0.617428;0.652625;0.399858;0.181596;POINTING
6325;-2.627576;9.249494;-1.519844;0.008662;-0.196799;-0.079835;0.011213;0.014242;-0.005344;0.504883;-0.763916;0.422363;0.617437;0.652605;0.399907;0.18153;POINTING
6326;-2.557039;9.259507;-1.533044;0.052923;-0.138763;-0.086173;0.00341;0.005265;-0.017636;0.511475;-0.771729;0.428711;0.617437;0.652572;0.39998;0.181486;POINTING
6327;-2.574036;9.281578;-1.554495;0.034503;-0.13109;-0.057103;0.001311;-0.000497;-0.02028;0.509277;-0.764648;0.42627;0.61752;0.652501;0.400004;0.181407;POINTING
6328;-2.526449;9.340188;-1.555286;0.086077;-0.093755;-0.013465;0.000393;-0.00929;-0.021405;0.506592;-0.76123;0.423828;0.617563;0.652464;0.400041;0.18131;POINTING
6329;-2.565763;9.370886;-1.551532;0.0726;-0.118986;0.025223;0.008715;-0.005653;-0.019852;0.507324;-0.759521;0.421387;0.617617;0.652428;0.400082;0.181166;POINTING
6330;-2.601214;9.448492;-1.585425;0.051452;-0.113597;0.113961;0.016392;-0.009774;-0.012466;0.503662;-0.76123;0.426514;0.617601;0.652459;0.400103;0.181063;POINTING
6331;-2.624076;9.456811;-1.561128;0.055324;-0.145487;0.123607;0.008643;-0.014496;-0.002162;0.503418;-0.75415;0.427002;0.617644;0.652464;0.400069;0.180976;POINTING
6332;-2.574554;9.476035;-1.548149;0.103629;-0.120344;0.126885;-0.003088;-0.014246;0.008162;0.503418;-0.761475;0.425293;0.617682;0.65248;0.399991;0.180961;POINTING
6333;-2.545536;9.401658;-1.590477;0.071853;-0.072565;0.055956;-0.022322;-0.025096;0.011096;0.507568;-0.763428;0.425781;0.617783;0.652443;0.399893;0.180965;POINTING
6334;-2.504173;9.378073;-1.614383;0.074464;-0.026254;0.026984;-0.033029;-0.028669;0.014322;0.50415;-0.76416;0.427002;0.617942;0.652392;0.399723;0.180981;POINTING
6335;-2.481354;9.290389;-1.607939;0.063532;-0.01743;-0.06335;-0.040429;-0.032665;0.01965;0.509277;-0.767822;0.419678;0.618135;0.652315;0.399525;0.181035;POINTING
6336;-2.457798;9.282828;-1.629077;0.059386;0.015598;-0.072986;-0.029769;-0.031939;0.026284;0.508789;-0.759521;0.415527;0.618279;0.652301;0.399309;0.181071;POINTING
6337;-2.498666;9.278587;-1.685759;-0.011691;0.032607;-0.056864;-0.006988;-0.030191;0.027891;0.505371;-0.763428;0.425049;0.618468;0.652297;0.399049;0.181015;POINTING
6338;-2.515206;9.254907;-1.669627;-0.021826;0.007245;-0.077869;0.014939;-0.030691;0.030822;0.505371;-0.751465;0.421387;0.61846;0.652428;0.398862;0.180981;POINTING
6339;-2.596939;9.19436;-1.67552;-0.100182;-0.048532;-0.113444;0.032744;-0.03016;0.023105;0.503174;-0.758789;0.424805;0.618399;0.652589;0.398754;0.180843;POINTING
6340;-2.617157;9.203103;-1.652826;-0.096244;-0.081294;-0.103795;0.042506;-0.041383;0.026542;0.507324;-0.757812;0.422607;0.618326;0.652807;0.398574;0.180705;POINTING
6341;-2.553088;9.169903;-1.708182;-0.096789;-0.001701;-0.142429;0.04618;-0.053388;0.027358;0.509033;-0.762939;0.41748;0.618262;0.653039;0.398391;0.180488;POINTING
6342;-2.508384;9.215044;-1.665649;-0.023602;-0.003574;-0.118213;0.042962;-0.049563;0.025647;0.503418;-0.764648;0.415527;0.618205;0.653264;0.398189;0.180319;POINTING
6343;-2.435557;9.225179;-1.681234;0.019171;0.056643;-0.12461;0.047559;-0.043628;0.021836;0.50293;-0.75415;0.42334;0.618234;0.653425;0.397958;0.180141;POINTING
6344;-2.415779;9.209199;-1.686581;0.02583;0.070067;-0.143959;0.045196;-0.037563;0.0188;0.499512;-0.755371;0.422119;0.618152;0.653632;0.397817;0.179986;POINTING
6345;-2.467372;9.222898;-1.693052;-0.007967;0.037556;-0.116569;0.042283;-0.026708;0.016236;0.503662;-0.758057;0.418457;0.618031;0.653808;0.397766;0.179873;POINTING
6346;-2.515991;9.203571;-1.70847;-0.056479;0.012697;-0.119832;0.032221;-0.022514;0.013658;0.512939;-0.753418;0.416504;0.617966;0.653951;0.397676;0.179777;POINTING
6347;-2.462253;9.269291;-1.734957;-0.015021;0.072131;-0.066555;0.024098;-0.022506;0.010869;0.508057;-0.757324;0.42041;0.61802;0.654024;0.397567;0.17957;POINTING
6348;-2.486715;9.208161;-1.783227;-0.08163;0.087583;-0.110134;0.010856;-0.020805;0.002494;0.50293;-0.760254;0.416748;0.618032;0.654076;0.3975;0.179486;POINTING
6349;-2.459543;9.195958;-1.731723;-0.032904;0.06905;-0.137564;0.00425;-0.023112;-0.003747;0.506104;-0.760742;0.421143;0.618139;0.654059;0.397418;0.17936;POINTING
6350;-2.525384;9.199286;-1.765072;-0.098978;0.050618;-0.111783;0.000405;-0.021052;-0.007425;0.507812;-0.747559;0.420166;0.618195;0.654059;0.397373;0.179265;POINTING
6351;-2.517096;9.242673;-1.725057;-0.052122;0.030775;-0.0795;0.009612;-0.027483;-0.00353;0.514893;-0.754883;0.424805;0.618257;0.654091;0.397322;0.179051;POINTING
6352;-2.446546;9.252608;-1.738177;-0.007813;0.088864;-0.085938;0.0125;-0.026034;-0.004681;0.510986;-0.752441;0.425537;0.618281;0.654138;0.397264;0.178924;POINTING
6353;-2.394906;9.238182;-1.735772;0.029576;0.122553;-0.113378;0.015708;-0.020713;-0.008747;0.502441;-0.755127;0.426025;0.618294;0.654204;0.39728;0.178602;POINTING
6354;-2.405533;9.194033;-1.776449;-0.016178;0.143907;-0.145649;0.010888;-0.011992;-0.015195;0.508301;-0.755371;0.422607;0.618304;0.654213;0.397299;0.178491;POINTING
6355;-2.463222;9.160729;-1.7428;-0.042055;0.079505;-0.168223;0.000825;-0.007802;-0.017757;0.501465;-0.753418;0.41748;0.61831;0.654192;0.397373;0.178383;POINTING
6356;-2.499124;9.158585;-1.747752;-0.069705;0.060584;-0.160153;-0.001306;-0.010407;-0.018336;0.504395;-0.756104;0.412354;0.61836;0.654156;0.397396;0.178291;POINTING
6357;-2.466744;9.199755;-1.75638;-0.039881;0.093346;-0.127911;0.004455;-0.004352;-0.018584;0.508301;-0.75708;0.422852;0.618437;0.654083;0.397424;0.178229;POINTING
6358;-2.434691;9.240659;-1.766041;-0.009061;0.124951;-0.095655;0.017081;0.004161;-0.027834;0.498291;-0.757812;0.423584;0.618407;0.654071;0.39754;0.178118;POINTING
6359;-2.440494;9.232753;-1.744749;0.001492;0.104798;-0.105324;0.022114;0.00506;-0.030464;0.510986;-0.755371;0.413086;0.618327;0.654068;0.397701;0.178048;POINTING
6360;-2.442835;9.271614;-1.760965;0.004713;0.117281;-0.064996;0.024651;0.008954;-0.024594;0.49707;-0.756836;0.424561;0.61826;0.654082;0.397827;0.177948;POINTING
6361;-2.522129;9.326542;-1.732056;-0.012336;0.04525;0.002777;0.026667;0.005343;-0.014545;0.51123;-0.759277;0.419678;0.618206;0.654099;0.397905;0.177898;POINTING
6362;-2.609483;9.338102;-1.742853;-0.074356;-0.006027;0.038278;0.022985;0.005385;0.000259;0.503662;-0.759277;0.417236;0.618129;0.65416;0.397938;0.177867;POINTING
6363;-2.560084;9.316947;-1.718495;-0.030287;0.008051;0.001169;0.017654;0.003436;-0.004067;0.51123;-0.751709;0.421143;0.618139;0.654162;0.397935;0.177831;POINTING
