PacketCounter;Acc_X;Acc_Y;Acc_Z;FreeAcc_X;FreeAcc_Y;FreeAcc_Z;Gyr_X;Gyr_Y;Gyr_Z;Mag_X;Mag_Y;Mag_Z;Quat_q0;Quat_q1;Quat_q2;Quat_q3;label
1557;-3.535225;8.75227;-2.154661;0;0;-0.130611;0.022977;-0.023229;-0.010067;0.586182;-0.666016;0.491943;0.605198;0.633234;0.458535;0.149984;POINTING
1558;-3.513745;8.809196;-2.089327;0.120864;-0.007902;-0.101923;0.03399;-0.025065;-0.006045;0.579834;-0.661865;0.499512;0.604215;0.630853;0.462789;0.150918;POINTING
1559;-3.500176;8.840289;-2.133365;0.114784;0.035245;-0.069035;0.038785;-0.020551;-0.008547;0.583984;-0.667725;0.495361;0.604146;0.630966;0.462783;0.150738;POINTING
1560;-3.500645;8.859025;-2.205775;0.075302;0.085868;-0.035713;0.017385;-0.016243;-0.006089;0.58374;-0.66626;0.503418;0.604084;0.631044;0.462779;0.150673;POINTING
1561;-3.521382;8.878861;-2.225867;0.058449;0.088218;-0.00567;-0.004029;-0.003555;-0.014606;0.583252;-0.661377;0.498047;0.604116;0.631001;0.462811;0.150627;POINTING
1562;-3.570866;8.867198;-2.279505;-0.012102;0.089343;0.014128;-0.01031;0.009554;-0.020225;0.585205;-0.667969;0.488037;0.604087;0.630946;0.462908;0.150672;POINTING
1563;-3.561868;8.787986;-2.249759;-0.018857;0.067608;-0.067325;-0.015793;0.006857;-0.020992;0.584961;-0.666016;0.490723;0.604136;0.630845;0.462983;0.150667;POINTING
1564;-3.509514;8.785593;-2.273959;-0.0044;0.123994;-0.08341;-0.016438;0.001216;-0.02007;0.593506;-0.670898;0.492676;0.604225;0.630736;0.46303;0.150626;POINTING
1565;-3.477129;8.784058;-2.247312;0.032683;0.13017;-0.10277;-0.014361;-0.003771;-0.013671;0.592285;-0.666992;0.495361;0.60429;0.630663;0.463051;0.150606;POINTING
1566;-3.463704;8.796521;-2.217505;0.066058;0.122304;-0.103206;0.000083;-0.010609;0.002038;0.579834;-0.66333;0.498291;0.604349;0.630659;0.462999;0.150544;POINTING
1567;-3.488954;8.843252;-2.204496;0.078896;0.100909;-0.05465;0.002117;-0.008137;0.004249;0.585205;-0.656006;0.493408;0.604358;0.630682;0.462962;0.150526;POINTING
1568;-3.508299;8.857065;-2.201481;0.075047;0.084856;-0.035702;0.014388;0.004698;0.006878;0.580566;-0.665283;0.501953;0.604259;0.630764;0.462966;0.150565;POINTING
1569;-3.556118;8.832593;-2.210199;0.030889;0.052849;-0.038134;0.016447;0.008096;0.002297;0.591309;-0.664062;0.493408;0.604187;0.630813;0.462996;0.15056;POINTING
1570;-3.609841;8.840832;-2.20977;0.003045;0.013437;-0.010945;0.010952;0.009473;-0.003111;0.581055;-0.657227;0.496094;0.604102;0.630857;0.463038;0.150588;POINTING
1571;-3.571088;8.806144;-2.194733;0.023595;0.026056;-0.059921;0.008289;0.006362;-0.015831;0.58374;-0.6604;0.499268;0.604073;0.63084;0.463113;0.150541;POINTING
1572;-3.524343;8.829676;-2.188096;0.067508;0.05677;-0.057476;0.002216;-0.004667;-0.021218;0.590088;-0.664795;0.485107;0.60405;0.630833;0.463165;0.150502;POINTING
1573;-3.491924;8.847339;-2.232828;0.065117;0.114867;-0.0435;-0.005929;-0.019555;-0.018628;0.590332;-0.666748;0.495117;0.604128;0.630787;0.46316;0.150398;POINTING
1574;-3.4456;8.85827;-2.17734;0.135261;0.112938;-0.063284;-0.009436;-0.017327;-0.00994;0.594727;-0.662842;0.492188;0.604241;0.63074;0.463104;0.150313;POINTING
1575;-3.4665;8.87199;-2.172205;0.131562;0.097974;-0.044351;-0.010151;-0.016437;-0.006414;0.586914;-0.664795;0.493652;0.604316;0.630707;0.463067;0.150266;POINTING
1576;-3.475777;8.826755;-2.208554;0.081102;0.113269;-0.073544;-0.016412;-0.011483;-0.002748;0.591553;-0.665527;0.496094;0.604414;0.630667;0.462996;0.150261;POINTING
1577;-3.524369;8.809341;-2.23705;0.023786;0.098572;-0.064878;-0.027535;0.000256;-0.003713;0.591309;-0.664062;0.49707;0.604503;0.630575;0.462987;0.150315;POINTING
1578;-3.519665;8.763838;-2.196608;0.033016;0.069739;-0.116707;-0.033093;0.008628;-0.009914;0.590576;-0.659912;0.486328;0.604585;0.63047;0.46299;0.150413;POINTING
1579;-3.534776;8.745089;-2.199443;0.012787;0.06122;-0.127397;-0.03238;0.00774;-0.013445;0.588867;-0.664062;0.498047;0.604679;0.630336;0.463032;0.150472;POINTING
1580;-3.564777;8.700581;-2.183988;-0.015346;0.026488;-0.159884;-0.032241;-0.005553;-0.016964;0.588623;-0.6604;0.491455;0.604813;0.630223;0.463;0.1505;POINTING
1581;-3.586292;8.707824;-2.154085;-0.005892;-0.005785;-0.152061;-0.021858;-0.012789;-0.013721;0.586426;-0.669189;0.496094;0.604922;0.630135;0.462989;0.150469;POINTING
1582;-3.525671;8.73142;-2.068822;0.09713;-0.018232;-0.172235;-0.012108;-0.025434;-0.011258;0.587402;-0.661377;0.494629;0.605009;0.630124;0.462902;0.150429;POINTING
1583;-3.532415;8.777005;-2.105817;0.087335;0.009927;-0.120396;0.014099;-0.029507;-0.009887;0.587402;-0.67334;0.492188;0.605041;0.630166;0.462854;0.150274;POINTING
1584;-3.519507;8.788855;-2.077534;0.119558;0.000031;-0.120796;0.025811;-0.033151;-0.002605;0.593506;-0.668213;0.501709;0.605024;0.630295;0.462737;0.150162;POINTING
1585;-3.588385;8.784099;-2.106007;0.058527;-0.029634;-0.093229;0.034705;-0.026836;-0.002834;0.597656;-0.665283;0.489014;0.604979;0.630414;0.462691;0.149989;POINTING
1586;-3.575289;8.795665;-2.079273;0.091469;-0.038704;-0.093638;0.036791;-0.026815;-0.007875;0.587158;-0.664062;0.48877;0.604934;0.630545;0.462631;0.149801;POINTING
1587;-3.636175;8.83592;-2.070018;0.080339;-0.083615;-0.036861;0.031346;-0.032666;-0.010798;0.5896;-0.658203;0.490723;0.604918;0.630639;0.46259;0.149593;POINTING
1588;-3.657243;8.868655;-2.136874;0.035678;-0.046795;0.015396;0.002545;-0.048016;-0.006313;0.590332;-0.665771;0.488281;0.605055;0.630676;0.462406;0.149456;POINTING
1589;-3.673248;8.849686;-2.13883;0.015451;-0.055306;0.004695;-0.037338;-0.054319;-0.008321;0.597168;-0.666992;0.494141;0.605304;0.630585;0.462239;0.149346;POINTING
1590;-3.67595;8.84343;-2.109564;0.027337;-0.072442;-0.006408;-0.043402;-0.064186;-0.022221;0.595947;-0.672119;0.49292;0.605642;0.630452;0.462026;0.1492;POINTING
1591;-3.625834;8.828388;-2.081961;0.068153;-0.051296;-0.044658;-0.041225;-0.074305;-0.028652;0.593994;-0.664795;0.491455;0.605965;0.630316;0.46186;0.148974;POINTING
1592;-3.576307;8.806427;-2.031417;0.120903;-0.047408;-0.093998;-0.026014;-0.079924;-0.031814;0.601807;-0.661865;0.489502;0.606284;0.630224;0.46165;0.148718;POINTING
1593;-3.631564;8.872468;-1.906856;0.199114;-0.159491;-0.041302;-0.008735;-0.086915;-0.029833;0.593018;-0.667969;0.489746;0.606535;0.630193;0.461474;0.148374;POINTING
1594;-3.604378;9.0139;-1.940001;0.252046;-0.094273;0.083429;0.012625;-0.087562;-0.033627;0.590332;-0.671143;0.487549;0.606775;0.630204;0.461269;0.147978;POINTING
1595;-3.564513;9.173565;-1.969355;0.326449;-0.021219;0.218832;0.013778;-0.061704;-0.066362;0.602295;-0.672852;0.490967;0.606923;0.630139;0.461301;0.14755;POINTING
1596;-3.625183;9.074563;-2.043789;0.199844;-0.013871;0.168624;-0.035873;-0.053435;-0.110264;0.595703;-0.658447;0.484619;0.607309;0.629795;0.461368;0.147219;POINTING
1597;-3.771247;8.905734;-1.980001;0.087009;-0.166151;0.05745;-0.105356;-0.061942;-0.144039;0.592529;-0.657227;0.481934;0.607889;0.629188;0.461556;0.14683;POINTING
1598;-3.903997;8.756445;-1.904258;-0.007667;-0.309169;-0.042988;-0.167632;-0.100914;-0.131366;0.60376;-0.653809;0.477295;0.608816;0.628425;0.461466;0.146545;POINTING
1599;-3.984482;8.697154;-1.722489;0.036591;-0.477288;-0.104219;-0.169545;-0.173845;-0.112404;0.606201;-0.664795;0.477295;0.609832;0.627776;0.461165;0.146048;POINTING
1600;-3.985396;9.013568;-1.536471;0.286878;-0.544038;0.142724;-0.089047;-0.221244;-0.096401;0.60083;-0.657227;0.482422;0.610834;0.627379;0.460636;0.14523;POINTING
1601;-3.857834;9.403048;-1.413718;0.611865;-0.474142;0.419593;0.032392;-0.243964;-0.129722;0.607666;-0.657471;0.469971;0.611389;0.627355;0.460321;0.143993;POINTING
1602;-3.759591;9.550203;-1.493129;0.68858;-0.3099;0.531398;0.057476;-0.239445;-0.203949;0.602783;-0.652344;0.472656;0.612062;0.627134;0.46019;0.142505;POINTING
1603;-3.849008;9.314623;-1.625349;0.461906;-0.283233;0.381681;-0.018724;-0.246692;-0.283129;0.612061;-0.6521;0.477051;0.61289;0.6266;0.460309;0.140907;POINTING
1604;-3.983895;8.88244;-1.598142;0.223513;-0.413305;0.041362;-0.161639;-0.292963;-0.308041;0.607666;-0.653076;0.469971;0.614452;0.625488;0.460174;0.139474;POINTING
1605;-4.152137;8.445772;-1.430121;0.046876;-0.662979;-0.316656;-0.317872;-0.362409;-0.234758;0.614502;-0.652588;0.46875;0.616442;0.624221;0.459572;0.138349;POINTING
1606;-4.244783;8.24068;-1.237151;0.011092;-0.842817;-0.498889;-0.38329;-0.45668;-0.098888;0.619141;-0.656738;0.461426;0.618941;0.622969;0.458136;0.137592;POINTING
1607;-4.234051;8.319633;-1.062743;0.137124;-0.907886;-0.462306;-0.329236;-0.546213;0.035867;0.618652;-0.657715;0.452637;0.621191;0.622405;0.456106;0.136754;POINTING
1608;-4.10703;8.506303;-0.992526;0.30206;-0.80826;-0.354077;-0.206175;-0.610522;0.136337;0.627441;-0.661133;0.445312;0.623395;0.622263;0.45357;0.135805;POINTING
1609;-4.077202;8.690678;-0.979202;0.372421;-0.749848;-0.199715;-0.072323;-0.656884;0.189226;0.621094;-0.654785;0.444092;0.624978;0.622908;0.450881;0.134513;POINTING
1610;-4.035844;8.823939;-1.042028;0.379773;-0.636873;-0.082021;0.041762;-0.687311;0.196071;0.623047;-0.664062;0.430908;0.626574;0.623674;0.448074;0.132909;POINTING
1611;-4.056277;9.007471;-1.018305;0.435531;-0.634045;0.08848;0.145594;-0.713126;0.183497;0.62085;-0.6604;0.425049;0.627593;0.62501;0.445361;0.130932;POINTING
1612;-4.144081;9.061259;-1.035262;0.36854;-0.659243;0.176364;0.211913;-0.743443;0.164464;0.621094;-0.66333;0.418945;0.62884;0.626195;0.442566;0.128748;POINTING
1613;-4.276589;9.260483;-1.134979;0.286291;-0.639901;0.426575;0.241139;-0.791907;0.171686;0.620117;-0.659912;0.424561;0.629723;0.627836;0.439689;0.126272;POINTING
1614;-4.361428;9.460966;-1.388959;0.130538;-0.46336;0.68633;0.221767;-0.821429;0.197186;0.625732;-0.656494;0.414551;0.631048;0.62911;0.436602;0.124006;POINTING
1615;-4.370288;9.725028;-1.625706;0.064652;-0.245921;0.969419;0.160697;-0.846675;0.215062;0.633545;-0.660156;0.42041;0.632254;0.630604;0.433348;0.121669;POINTING
1616;-4.267775;9.93403;-1.856815;0.046819;0.04568;1.157375;0.080183;-0.863161;0.215003;0.626953;-0.657715;0.407715;0.634049;0.631516;0.429977;0.119539;POINTING
1617;-4.125835;10.121184;-1.992111;0.109904;0.283001;1.293038;0.029647;-0.84562;0.195767;0.624023;-0.66333;0.406982;0.635653;0.632529;0.426689;0.117424;POINTING
1618;-4.009964;10.11297;-2.157359;0.055169;0.508638;1.266318;0.029724;-0.792018;0.196113;0.623291;-0.659424;0.396484;0.63736;0.633174;0.423641;0.115722;POINTING
1619;-3.957259;9.963798;-2.310521;-0.08544;0.656488;1.134337;0.05604;-0.726854;0.256108;0.624268;-0.660889;0.393799;0.638572;0.63431;0.42054;0.114117;POINTING
1620;-3.901187;9.85879;-2.657672;-0.332652;0.96135;1.070476;-0.007531;-0.658649;0.377742;0.625;-0.668945;0.382568;0.639896;0.635185;0.417352;0.113541;POINTING
1621;-3.77249;10.061714;-3.169547;-0.518002;1.477736;1.280708;-0.248321;-0.614685;0.519492;0.62207;-0.667969;0.383789;0.64167;0.635816;0.413587;0.113769;POINTING
1622;-3.624505;10.585941;-3.457618;-0.467704;1.887712;1.735952;-0.648795;-0.608964;0.639328;0.628906;-0.669678;0.374023;0.644711;0.635209;0.40929;0.115492;POINTING
1623;-3.291577;10.911333;-3.483786;-0.243499;2.19814;1.897797;-0.98609;-0.601518;0.696865;0.610596;-0.684814;0.359375;0.648661;0.633788;0.404555;0.117846;POINTING
1624;-2.842634;10.611112;-3.21597;-0.015236;2.269909;1.406237;-1.023706;-0.509246;0.685445;0.609619;-0.691406;0.351562;0.652451;0.632145;0.400157;0.120727;POINTING
1625;-2.604827;9.814229;-2.892298;-0.065777;2.092455;0.535537;-0.862411;-0.350884;0.69269;0.606201;-0.701904;0.346924;0.655454;0.630916;0.39629;0.123604;POINTING
1626;-2.668401;9.143922;-2.799959;-0.404859;1.907626;-0.07782;-0.699426;-0.205977;0.742004;0.598633;-0.713135;0.338379;0.657432;0.630332;0.392818;0.127116;POINTING
1627;-2.937919;8.975666;-2.837903;-0.782088;1.76184;-0.141543;-0.62911;-0.089854;0.832032;0.589111;-0.715576;0.337891;0.659058;0.629945;0.389489;0.130807;POINTING
1628;-3.162328;9.369147;-2.973433;-1.009022;1.780489;0.308237;-0.702267;-0.054701;0.904101;0.584229;-0.731689;0.328613;0.660519;0.629645;0.385931;0.135349;POINTING
1629;-3.142523;10.066063;-3.092924;-0.970051;1.98947;0.951447;-0.915703;-0.103477;0.913368;0.573242;-0.739258;0.319336;0.662974;0.628438;0.382079;0.139811;POINTING
1630;-2.801196;10.261758;-2.602397;-0.50923;1.841694;0.970161;-1.058984;-0.154832;0.856901;0.562012;-0.751221;0.31543;0.66568;0.62702;0.377961;0.144441;POINTING
1631;-2.344241;9.640253;-1.733347;0.0398;1.360322;0.166358;-0.822954;-0.087106;0.74445;0.557617;-0.759766;0.312744;0.667881;0.625739;0.374727;0.148209;POINTING
1632;-2.45804;8.717723;-0.732934;0.205874;0.359433;-0.734918;-0.377781;-0.016386;0.644436;0.553467;-0.763672;0.314209;0.668194;0.626164;0.372233;0.151258;POINTING
1633;-2.555923;8.206623;-0.165396;0.280056;-0.238653;-1.223556;-0.05239;0.02486;0.562694;0.548584;-0.771729;0.316162;0.667887;0.627013;0.370503;0.153325;POINTING
1634;-2.417055;8.294007;-0.391708;0.235602;-0.008576;-1.168015;0.123244;0.148985;0.527346;0.546143;-0.774414;0.313232;0.666409;0.628741;0.369335;0.155483;POINTING
1635;-2.389626;8.672171;-0.895529;0.02544;0.412506;-0.782308;0.171157;0.345345;0.540669;0.54126;-0.773193;0.325195;0.664813;0.630037;0.368907;0.158066;POINTING
1636;-2.708446;9.19963;-1.271521;-0.332325;0.522774;-0.158594;0.060623;0.461301;0.621613;0.526855;-0.793945;0.329346;0.662904;0.631447;0.368409;0.161577;POINTING
1637;-3.066223;9.56667;-1.222007;-0.522933;0.262147;0.290456;-0.170378;0.457867;0.726358;0.519043;-0.789307;0.323242;0.662009;0.631843;0.367482;0.165755;POINTING
1638;-3.113485;9.578998;-0.856056;-0.400149;-0.102501;0.287441;-0.391279;0.399314;0.765721;0.510986;-0.799805;0.327148;0.661485;0.632049;0.365958;0.170371;POINTING
1639;-3.057136;9.064712;-0.198372;-0.157281;-0.665028;-0.26874;-0.49072;0.300222;0.718409;0.50415;-0.800537;0.336914;0.661871;0.631477;0.364248;0.174605;POINTING
1640;-2.847712;8.577038;0.462977;0.222598;-1.125493;-0.836455;-0.527053;0.174965;0.589911;0.496826;-0.813721;0.329346;0.662342;0.631022;0.362452;0.178164;POINTING
1641;-2.375553;8.380342;0.404912;0.42855;-0.805935;-1.140671;-0.592225;0.165135;0.452102;0.483398;-0.81665;0.323242;0.663507;0.629727;0.361032;0.181267;POINTING
1642;-2.009671;8.553404;-0.117696;0.353619;-0.144672;-1.033902;-0.687052;0.330987;0.34381;0.477783;-0.818848;0.320312;0.664466;0.628052;0.36039;0.18481;POINTING
1643;-2.131618;8.859725;-0.63769;-0.061013;0.243169;-0.68132;-0.856857;0.453233;0.316198;0.477539;-0.82666;0.317627;0.666042;0.625347;0.360097;0.188838;POINTING
1644;-2.365254;9.137704;-0.880101;-0.405437;0.343742;-0.347837;-1.034977;0.491039;0.363802;0.473877;-0.826172;0.302734;0.667766;0.622348;0.359581;0.19358;POINTING
1645;-2.530927;9.071804;-0.762798;-0.555333;0.180767;-0.381722;-1.15976;0.470375;0.416181;0.467529;-0.834961;0.303955;0.670115;0.618754;0.358716;0.198527;POINTING
1646;-2.51918;8.715312;-0.604487;-0.605906;0.054076;-0.740895;-1.168841;0.417553;0.439988;0.464111;-0.844238;0.292236;0.672271;0.615461;0.357566;0.203483;POINTING
1647;-2.457486;8.307653;-0.402242;-0.589781;-0.078438;-1.160318;-1.075365;0.363624;0.402763;0.452637;-0.842773;0.288086;0.674511;0.612184;0.356438;0.207888;POINTING
1648;-2.324731;8.018195;-0.351688;-0.581058;-0.047283;-1.477267;-0.897408;0.337658;0.335431;0.454834;-0.85376;0.286865;0.676042;0.609643;0.355627;0.211733;POINTING
1649;-2.267164;7.840552;-0.312788;-0.599159;-0.042468;-1.667068;-0.679836;0.319912;0.271179;0.444824;-0.856201;0.282471;0.677255;0.607483;0.355149;0.214846;POINTING
1650;-2.17591;7.782339;-0.230306;-0.526293;-0.045861;-1.745889;-0.450262;0.307003;0.232473;0.441895;-0.85498;0.278076;0.677566;0.606268;0.355049;0.217447;POINTING
1651;-2.148513;7.840603;-0.016882;-0.38146;-0.175421;-1.693874;-0.210448;0.281981;0.216282;0.4375;-0.862305;0.276611;0.677469;0.60563;0.355109;0.219421;POINTING
1652;-2.202706;8.108168;0.266834;-0.201417;-0.394871;-1.418107;0.022075;0.257512;0.205446;0.431396;-0.861572;0.275391;0.676472;0.605993;0.355457;0.220927;POINTING
1653;-2.187236;8.501196;0.514659;0.033512;-0.530298;-1.035626;0.218513;0.244999;0.203472;0.432129;-0.868652;0.2854;0.67515;0.606821;0.355899;0.221982;POINTING
1654;-2.118903;9.043564;0.243488;-0.009728;-0.242794;-0.524205;0.339318;0.28923;0.185865;0.43042;-0.869629;0.292725;0.673173;0.608141;0.356778;0.222962;POINTING
1655;-2.124151;9.443969;-0.137669;-0.19802;0.052365;-0.133978;0.35931;0.335957;0.166774;0.427246;-0.861328;0.294434;0.671295;0.609271;0.357791;0.223916;POINTING
1656;-2.210583;9.608869;-0.253793;-0.298535;0.059661;0.045743;0.278987;0.343233;0.159321;0.422363;-0.862061;0.297607;0.669434;0.610251;0.358871;0.225084;POINTING
1657;-2.225507;9.54175;-0.070764;-0.186707;-0.125159;-0.017163;0.166006;0.323057;0.148889;0.422119;-0.871094;0.299805;0.668181;0.610708;0.359674;0.226283;POINTING
1658;-2.314228;9.306334;0.227571;-0.076219;-0.461849;-0.231656;0.094139;0.282305;0.130361;0.425293;-0.863525;0.306396;0.667032;0.611068;0.360433;0.227491;POINTING
1659;-2.268107;9.218589;0.386431;0.053774;-0.575513;-0.328917;0.073368;0.24633;0.10593;0.411377;-0.868652;0.306152;0.666245;0.611222;0.361004;0.228478;POINTING
1660;-2.174376;9.203366;0.364273;0.107262;-0.516622;-0.363659;0.08625;0.222163;0.087586;0.413818;-0.872803;0.308838;0.665296;0.611506;0.361697;0.229383;POINTING
1661;-2.027678;9.318732;0.272769;0.168689;-0.34961;-0.279904;0.084567;0.191677;0.071458;0.415527;-0.875244;0.303955;0.66461;0.611696;0.362203;0.230067;POINTING
1662;-1.914728;9.42055;0.286615;0.277757;-0.284311;-0.203468;0.057893;0.170019;0.06864;0.415771;-0.870117;0.310303;0.663887;0.611881;0.362747;0.230804;POINTING
1663;-1.892625;9.405954;0.272973;0.281201;-0.269227;-0.222226;-0.00692;0.157616;0.055959;0.407715;-0.866943;0.317139;0.663559;0.611777;0.363081;0.231497;POINTING
1664;-1.995235;9.292593;0.35123;0.244675;-0.415125;-0.314034;-0.055975;0.143055;0.029056;0.405029;-0.869385;0.315674;0.663291;0.611518;0.363527;0.232249;POINTING
1665;-2.137418;9.118223;0.40125;0.149986;-0.568971;-0.45719;-0.075835;0.13231;-0.000854;0.419922;-0.874756;0.314941;0.663284;0.61111;0.363871;0.232802;POINTING
1666;-2.301144;8.908803;0.406824;0.006904;-0.709361;-0.629861;-0.083141;0.119978;-0.031613;0.411865;-0.876953;0.310791;0.663233;0.610648;0.364396;0.233339;POINTING
1667;-2.398514;8.693213;0.494706;-0.033495;-0.858594;-0.822067;-0.12372;0.084752;-0.077998;0.416992;-0.869385;0.313477;0.663548;0.609996;0.364761;0.233577;POINTING
1668;-2.500175;8.427531;0.755469;0.037205;-1.135238;-1.063133;-0.196125;0.026378;-0.136653;0.419434;-0.877686;0.310059;0.664164;0.60904;0.365173;0.233678;POINTING
1669;-2.590028;8.131698;1.032342;0.123585;-1.412876;-1.334071;-0.166999;-0.051497;-0.220422;0.416992;-0.87207;0.309326;0.665024;0.608142;0.365468;0.233107;POINTING
1670;-2.583257;7.75061;1.232671;0.220569;-1.582094;-1.706336;-0.018514;-0.119554;-0.301814;0.420166;-0.874512;0.303223;0.665591;0.607591;0.366124;0.231894;POINTING
1671;-2.560825;7.418724;1.363991;0.296203;-1.691633;-2.034105;0.188822;-0.203124;-0.367958;0.422607;-0.87793;0.306396;0.665816;0.607779;0.366774;0.229719;POINTING
1672;-2.470852;7.222186;1.223768;0.260864;-1.547104;-2.242944;0.353677;-0.288103;-0.427422;0.432373;-0.874268;0.317139;0.665741;0.608363;0.367695;0.226901;POINTING
1673;-2.44952;7.202505;1.113193;0.231754;-1.450314;-2.265624;0.453242;-0.367636;-0.48405;0.439697;-0.868408;0.313477;0.665584;0.609394;0.368445;0.22335;POINTING
1674;-2.446705;7.362579;1.061005;0.268713;-1.382582;-2.109718;0.565272;-0.428733;-0.539102;0.450195;-0.853516;0.315918;0.665263;0.610562;0.36949;0.219354;POINTING
1675;-2.384175;7.556716;0.850057;0.255575;-1.16027;-1.932396;0.720079;-0.465441;-0.600647;0.453369;-0.854492;0.320801;0.664576;0.612349;0.370551;0.214615;POINTING
1676;-2.381895;7.733189;0.61807;0.199298;-0.967201;-1.757753;0.884105;-0.486014;-0.655489;0.465576;-0.844727;0.324951;0.663516;0.614353;0.372087;0.209447;POINTING
1677;-2.387061;7.875085;0.356407;0.125721;-0.770563;-1.613185;1.021493;-0.482533;-0.677695;0.469727;-0.838623;0.320557;0.661973;0.616973;0.373619;0.203825;POINTING
1678;-2.572305;8.197218;0.096826;-0.024431;-0.670737;-1.247101;1.077709;-0.478038;-0.666101;0.476807;-0.830078;0.337646;0.660289;0.619521;0.375377;0.198254;POINTING
1679;-2.695714;8.587287;-0.165258;-0.108175;-0.522998;-0.826605;1.03021;-0.484128;-0.657503;0.501709;-0.827637;0.335449;0.658646;0.622154;0.376818;0.19266;POINTING
1680;-2.771844;8.906047;-0.407201;-0.153736;-0.35982;-0.484626;0.946927;-0.506435;-0.667826;0.506836;-0.811523;0.339111;0.657382;0.624236;0.378326;0.187211;POINTING
1681;-2.814923;9.183098;-0.560091;-0.122501;-0.245252;-0.195471;0.88016;-0.510883;-0.682709;0.517334;-0.804688;0.342285;0.65623;0.626304;0.379584;0.181718;POINTING
1682;-2.851767;9.502856;-0.774233;-0.110985;-0.066101;0.138132;0.828188;-0.508844;-0.676217;0.534668;-0.797852;0.340088;0.655321;0.627945;0.380946;0.176406;POINTING
1683;-2.950406;9.861684;-1.046033;-0.167525;0.120856;0.531802;0.761673;-0.4998;-0.63784;0.537598;-0.787598;0.348633;0.654436;0.629657;0.381968;0.171306;POINTING
1684;-2.98956;10.159846;-1.211861;-0.129327;0.266276;0.842841;0.65981;-0.487402;-0.592739;0.552002;-0.780762;0.340576;0.653913;0.630869;0.382939;0.16661;POINTING
1685;-3.009511;10.236204;-1.273985;-0.079826;0.319778;0.927468;0.507187;-0.477043;-0.56434;0.552979;-0.776855;0.337646;0.653693;0.631838;0.383569;0.162301;POINTING
1686;-3.041458;10.16881;-1.377979;-0.115633;0.395514;0.882347;0.370242;-0.445768;-0.564006;0.559326;-0.772217;0.345703;0.653958;0.632126;0.384294;0.158344;POINTING
1687;-3.090986;9.983217;-1.356443;-0.128008;0.353051;0.719042;0.271671;-0.411322;-0.588371;0.565674;-0.766846;0.341553;0.654354;0.632205;0.385012;0.154611;POINTING
1688;-3.216462;9.762791;-1.436375;-0.2738;0.34829;0.556701;0.211805;-0.372881;-0.607077;0.57373;-0.756348;0.338867;0.654969;0.631837;0.385977;0.151056;POINTING
1689;-3.228179;9.820555;-1.552149;-0.277282;0.474787;0.626225;0.195977;-0.346267;-0.613362;0.585449;-0.746338;0.331543;0.65548;0.631553;0.386917;0.147587;POINTING
1690;-3.13293;9.958675;-1.57598;-0.119316;0.605838;0.727356;0.242503;-0.308822;-0.576746;0.593994;-0.749512;0.335693;0.655838;0.631307;0.387979;0.144222;POINTING
1691;-3.011302;9.963979;-1.686053;-0.037554;0.791122;0.702254;0.280212;-0.256977;-0.504804;0.602783;-0.744873;0.340576;0.655816;0.631429;0.38892;0.141225;POINTING
1692;-2.88088;9.996196;-1.765367;0.075026;0.956168;0.695395;0.268727;-0.183247;-0.43237;0.600098;-0.737061;0.33252;0.655714;0.631481;0.38993;0.138657;POINTING
1693;-2.841482;9.991938;-2.003971;0.005786;1.177165;0.701248;0.23767;-0.048481;-0.359315;0.604492;-0.722656;0.328125;0.655309;0.631591;0.39106;0.136875;POINTING
1694;-2.971537;10.07987;-2.367786;-0.238684;1.403855;0.864968;0.17324;0.121213;-0.289638;0.608887;-0.725342;0.332275;0.6548;0.631429;0.392508;0.135911;POINTING
1695;-3.160284;10.104282;-2.608934;-0.48445;1.486125;0.978381;0.021712;0.246367;-0.242236;0.608154;-0.728027;0.333984;0.654415;0.630856;0.394085;0.135866;POINTING
1696;-3.368629;10.126114;-2.575573;-0.589619;1.347304;1.066491;-0.138088;0.320207;-0.239948;0.61499;-0.720947;0.335449;0.654427;0.629682;0.395792;0.136292;POINTING
1697;-3.384422;10.066126;-2.613288;-0.6362;1.377247;1.018235;-0.263188;0.350056;-0.279144;0.615967;-0.716309;0.331299;0.654754;0.628027;0.397626;0.137014;POINTING
1698;-3.303299;10.016431;-2.494331;-0.516715;1.355214;0.927828;-0.351288;0.3556;-0.316303;0.614746;-0.729004;0.333252;0.655382;0.626018;0.399522;0.13769;POINTING
1699;-3.301555;9.807953;-2.261898;-0.43894;1.177668;0.705522;-0.341685;0.338752;-0.328997;0.617432;-0.714355;0.336182;0.656002;0.624005;0.401415;0.138366;POINTING
1700;-3.367995;9.528836;-1.921597;-0.360175;0.858142;0.432725;-0.232841;0.346058;-0.287977;0.620361;-0.723633;0.334473;0.656215;0.622473;0.403263;0.138882;POINTING
1701;-3.611704;9.292639;-1.662959;-0.438871;0.481969;0.273841;-0.054664;0.420063;-0.158701;0.622803;-0.710693;0.334473;0.65565;0.62168;0.405087;0.139792;POINTING
1702;-3.786264;9.207079;-1.558036;-0.509387;0.268432;0.247233;0.074484;0.463783;-0.045168;0.618896;-0.705322;0.337891;0.654486;0.621578;0.406763;0.140827;POINTING
1703;-3.832777;9.259788;-1.740447;-0.627206;0.364389;0.333089;0.088302;0.484425;0.02093;0.618652;-0.709717;0.346191;0.653213;0.621566;0.408335;0.142234;POINTING
